function_id,function_name,pid,tid,start_timestamp_ns,end_timestamp_ns,duration_ns,arg_count,arg0_name,arg0_value,arg1_name,arg1_value,arg2_name,arg2_value,arg3_name,arg3_value,arg4_name,arg4_value,arg5_name,arg5_value,arg6_name,arg6_value,arg7_name,arg7_value,return_value
811,hipLaunchKernel,3773181,3773194,883225947810959,883225947883977,73018,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
898,hipGetLastError,3773181,3773193,883225947898208,883225947917647,19439,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
901,hipGetLastError,3773181,3773194,883225947901863,883225947919249,17386,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
935,hipLaunchKernel,3773181,3773194,883225947935443,883225948055311,119868,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
937,hipLaunchKernel,3773181,3773193,883225947937216,883225948061370,124154,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
88,hipGetLastError,3773181,3773194,883225948088500,883225948106577,18077,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
86,hipGetLastError,3773181,3773193,883225948085977,883225948107448,21471,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
121,hipLaunchKernel,3773181,3773193,883225948121850,883225948197923,76073,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
234,hipGetLastError,3773181,3773193,883225948234527,883225948278572,44045,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
317,hipLaunchKernel,3773181,3773193,883225948317089,883225948412401,95312,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
451,hipGetLastError,3773181,3773193,883225948451739,883225948493761,42022,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
532,hipLaunchKernel,3773181,3773193,883225948532819,883225948625026,92207,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
664,hipGetLastError,3773181,3773193,883225948664064,883225948706276,42212,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
745,hipLaunchKernel,3773181,3773193,883225948745455,883225948838523,93068,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
878,hipGetLastError,3773181,3773193,883225948878422,883225948920114,41692,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
959,hipLaunchKernel,3773181,3773193,883225948959622,883225949055805,96183,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
95,hipGetLastError,3773181,3773193,883225949095373,883225949136695,41322,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
175,hipLaunchKernel,3773181,3773193,883225949175883,883225949271074,95191,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
310,hipGetLastError,3773181,3773193,883225949310222,883225949352685,42463,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
120,hipStreamSynchronize,3773181,3773194,883225948120337,883225949642585,1522248,1,stream,0x7f9afc0010b0,,,,,,,,,,,,,,,0x0
685,hipLaunchKernel,3773181,3773194,883225949685208,883225949769834,84626,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
808,hipGetLastError,3773181,3773194,883225949808130,883225949847279,39149,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
884,hipLaunchKernel,3773181,3773194,883225949884203,883225949976320,92117,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
13,hipGetLastError,3773181,3773194,883225950013165,883225950052383,39218,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
88,hipLaunchKernel,3773181,3773194,883225950088697,883225950175235,86538,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
212,hipGetLastError,3773181,3773194,883225950212480,883225950252890,40410,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
289,hipLaunchKernel,3773181,3773194,883225950289344,883225950376043,86699,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
412,hipGetLastError,3773181,3773194,883225950412787,883225950451104,38317,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
487,hipLaunchKernel,3773181,3773194,883225950487198,883225950574547,87349,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
611,hipGetLastError,3773181,3773194,883225950611021,883225950650380,39359,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
392,hipStreamSynchronize,3773181,3773193,883225949392624,883225950688776,1296152,1,stream,0x7f9b04002700,,,,,,,,,,,,,,,0x0
687,hipLaunchKernel,3773181,3773194,883225950687284,883225950765370,78086,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
723,hipLaunchKernel,3773181,3773193,883225950723428,883225950808895,85467,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
803,hipGetLastError,3773181,3773194,883225950803146,883225950828794,25648,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
826,hipGetLastError,3773181,3773193,883225950826471,883225950845899,19428,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
846,hipLaunchKernel,3773181,3773194,883225950846881,883225950918738,71857,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
865,hipLaunchKernel,3773181,3773193,883225950865529,883225950946969,81440,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
956,hipGetLastError,3773181,3773194,883225950956684,883225950974080,17396,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
963,hipGetLastError,3773181,3773193,883225950963003,883225950981240,18237,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
988,hipLaunchKernel,3773181,3773194,883225950988501,883225951058154,69653,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
996,hipLaunchKernel,3773181,3773193,883225950996463,883225951070312,73849,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
91,hipGetLastError,3773181,3773194,883225951091313,883225951109631,18318,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
94,hipGetLastError,3773181,3773193,883225951094138,883225951112144,18006,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
127,hipLaunchKernel,3773181,3773194,883225951127507,883225951277910,150403,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
129,hipLaunchKernel,3773181,3773193,883225951129480,883225951283148,153668,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
306,hipGetLastError,3773181,3773193,883225951306813,883225951323948,17135,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
310,hipGetLastError,3773181,3773194,883225951310308,883225951327724,17416,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
342,hipLaunchKernel,3773181,3773194,883225951342496,883225951458488,115992,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
341,hipLaunchKernel,3773181,3773193,883225951341394,883225951464347,122953,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
451,hipGetLastError,3773181,3773193,883225948451739,883225951467652,3015913,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
539,hipGetLastError,3773181,3773194,883225951539718,883225951561711,21993,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
537,hipGetLastError,3773181,3773193,883225951537505,883225951561931,24426,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
657,hipLaunchKernel,3773181,3773193,883225951657753,883225951746275,88522,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
786,hipGetLastError,3773181,3773193,883225951786274,883225951825743,39469,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
864,hipLaunchKernel,3773181,3773193,883225951864700,883225951961264,96564,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
999,hipGetLastError,3773181,3773193,883225951999851,883225952051928,52077,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
91,hipLaunchKernel,3773181,3773193,883225952091186,883225952188070,96884,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
226,hipGetLastError,3773181,3773193,883225952226667,883225952269951,43284,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
308,hipLaunchKernel,3773181,3773193,883225952308408,883225952403720,95312,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
442,hipGetLastError,3773181,3773193,883225952442447,883225952484550,42103,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
522,hipLaunchKernel,3773181,3773193,883225952522566,883225952616005,93439,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
654,hipGetLastError,3773181,3773193,883225952654782,883225952696845,42063,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
656,hipStreamSynchronize,3773181,3773194,883225951656211,883225952928538,1272327,1,stream,0x7f9afc0010b0,,,,,,,,,,,,,,,0x0
970,hipLaunchKernel,3773181,3773194,883225952970330,883225953057419,87089,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
95,hipGetLastError,3773181,3773194,883225953095746,883225953136737,40991,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
173,hipLaunchKernel,3773181,3773194,883225953173802,883225953266129,92327,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
303,hipGetLastError,3773181,3773194,883225953303745,883225953340629,36884,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
377,hipLaunchKernel,3773181,3773194,883225953377204,883225953466827,89623,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
504,hipGetLastError,3773181,3773194,883225953504633,883225953544031,39398,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
581,hipLaunchKernel,3773181,3773194,883225953581226,883225953668526,87300,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
704,hipGetLastError,3773181,3773194,883225953704669,883225953743587,38918,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
779,hipLaunchKernel,3773181,3773194,883225953779610,883225953869964,90354,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
907,hipGetLastError,3773181,3773194,883225953906969,883225953946508,39539,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
735,hipStreamSynchronize,3773181,3773193,883225952734901,883225953961009,1226108,1,stream,0x7f9b04002700,,,,,,,,,,,,,,,0x0
980,hipLaunchKernel,3773181,3773194,883225953980118,883225954115949,135831,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
983,hipLaunchKernel,3773181,3773193,883225953982992,883225954122419,139427,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
147,hipGetLastError,3773181,3773193,883225954147116,883225954166464,19348,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
149,hipGetLastError,3773181,3773194,883225954149018,883225954166765,17747,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
187,hipLaunchKernel,3773181,3773194,883225954187075,883225954322165,135090,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
186,hipLaunchKernel,3773181,3773193,883225954186324,883225954329156,142832,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
352,hipGetLastError,3773181,3773193,883225954352580,883225954371268,18688,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
354,hipGetLastError,3773181,3773194,883225954354323,883225954372209,17886,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
385,hipLaunchKernel,3773181,3773194,883225954385810,883225954522092,136282,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
390,hipLaunchKernel,3773181,3773193,883225954390617,883225954529372,138755,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
552,hipGetLastError,3773181,3773193,883225954552397,883225954571755,19358,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
554,hipGetLastError,3773181,3773194,883225954554319,883225954572977,18658,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
586,hipLaunchKernel,3773181,3773194,883225954586778,883225954750761,163983,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
590,hipLaunchKernel,3773181,3773193,883225954590683,883225954756479,165796,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
780,hipGetLastError,3773181,3773193,883225954780505,883225954799834,19329,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
783,hipGetLastError,3773181,3773194,883225954782979,883225954800465,17486,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
819,hipLaunchKernel,3773181,3773193,883225954819483,883225954927653,108170,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
819,hipLaunchKernel,3773181,3773193,883225954819483,883225954933151,113668,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
957,hipGetLastError,3773181,3773193,883225954957137,883225954976636,19499,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
960,hipGetLastError,3773181,3773194,883225954960592,883225954977938,17346,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
996,hipLaunchKernel,3773181,3773193,883225954996415,883225955069564,73149,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
110,hipGetLastError,3773181,3773193,883225955110895,883225955154500,43605,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
194,hipLaunchKernel,3773181,3773193,883225955193928,883225955289370,95442,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
327,hipGetLastError,3773181,3773193,883225955327606,883225955369338,41732,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
408,hipLaunchKernel,3773181,3773193,883225955408006,883225955502856,94850,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
541,hipGetLastError,3773181,3773193,883225955541484,883225955579660,38176,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
618,hipLaunchKernel,3773181,3773193,883225955618718,883225955714811,96093,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
754,hipGetLastError,3773181,3773193,883225955753909,883225955796271,42362,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
834,hipLaunchKernel,3773181,3773193,883225955834408,883225955930921,96513,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
969,hipGetLastError,3773181,3773193,883225955969619,883225956016318,46699,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
991,hipStreamSynchronize,3773181,3773194,883225954991237,883225956187932,1196695,1,stream,0x7f9afc0010b0,,,,,,,,,,,,,,,0x0
228,hipLaunchKernel,3773181,3773194,883225956228723,883225956312066,83343,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
349,hipGetLastError,3773181,3773194,883225956349372,883225956390533,41161,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
428,hipLaunchKernel,3773181,3773194,883225956428259,883225956518813,90554,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
555,hipGetLastError,3773181,3773194,883225956555768,883225956596939,41171,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
633,hipLaunchKernel,3773181,3773194,883225956633523,883225956723266,89743,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
759,hipGetLastError,3773181,3773194,883225956759831,883225956798077,38246,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
834,hipLaunchKernel,3773181,3773194,883225956834371,883225956919918,85547,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
956,hipGetLastError,3773181,3773194,883225956956843,883225956992095,35252,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
28,hipLaunchKernel,3773181,3773194,883225957028499,883225957118142,89643,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
155,hipGetLastError,3773181,3773194,883225957155447,883225957195236,39789,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
57,hipStreamSynchronize,3773181,3773193,883225956057178,883225957258390,1201212,1,stream,0x7f9b04002700,,,,,,,,,,,,,,,0x0
232,hipLaunchKernel,3773181,3773194,883225957232211,883225957322305,90094,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
354,hipGetLastError,3773181,3773194,883225957354683,883225957382684,28001,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
298,hipLaunchKernel,3773181,3773193,883225957298009,883225957386290,88281,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
412,hipGetLastError,3773181,3773193,883225957412889,883225957431977,19088,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
409,hipLaunchKernel,3773181,3773194,883225957409865,883225957479738,69873,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
511,hipGetLastError,3773181,3773194,883225957511065,883225957529061,17996,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
454,hipLaunchKernel,3773181,3773193,883225957454180,883225957540488,86308,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
563,hipGetLastError,3773181,3773193,883225957563803,883225957582240,18437,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
560,hipLaunchKernel,3773181,3773194,883225957560528,883225957629761,69233,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
661,hipGetLastError,3773181,3773194,883225957661478,883225957683420,21942,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
603,hipLaunchKernel,3773181,3773193,883225957603191,883225957685263,82072,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
711,hipGetLastError,3773181,3773193,883225957711422,883225957730690,19268,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
713,hipLaunchKernel,3773181,3773194,883225957712944,883225957782057,69113,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
810,hipGetLastError,3773181,3773194,883225957810799,883225957836067,25268,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
753,hipLaunchKernel,3773181,3773193,883225957753404,883225957838911,85507,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
867,hipGetLastError,3773181,3773193,883225957867654,883225957888925,21271,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
866,hipLaunchKernel,3773181,3773194,883225957866822,883225957939130,72308,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
910,hipLaunchKernel,3773181,3773193,883225957910667,883225957992529,81862,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
965,hipGetLastError,3773181,3773194,883225957965499,883225957998868,33369,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
22,hipGetLastError,3773181,3773193,883225958022854,883225958043154,20300,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
65,hipLaunchKernel,3773181,3773193,883225958065157,883225958145245,80088,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
185,hipGetLastError,3773181,3773193,883225958185645,883225958227948,42303,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
266,hipLaunchKernel,3773181,3773193,883225958266495,883225958363149,96654,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
401,hipGetLastError,3773181,3773193,883225958401806,883225958444429,42623,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
482,hipLaunchKernel,3773181,3773193,883225958482425,883225958577877,95452,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
616,hipGetLastError,3773181,3773193,883225958616705,883225958658637,41932,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
696,hipLaunchKernel,3773181,3773193,883225958696673,883225958793347,96674,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
831,hipGetLastError,3773181,3773193,883225958831693,883225958871302,39609,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
909,hipLaunchKernel,3773181,3773193,883225958909549,883225959001686,92137,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
41,hipGetLastError,3773181,3773193,883225959041104,883225959082075,40971,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
24,hipStreamSynchronize,3773181,3773194,883225958024216,883225959455288,1431072,1,stream,0x7f9afc0010b0,,,,,,,,,,,,,,,0x0
496,hipLaunchKernel,3773181,3773194,883225959496079,883225959588516,92437,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
625,hipGetLastError,3773181,3773194,883225959625891,883225959667363,41472,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
704,hipLaunchKernel,3773181,3773194,883225959704318,883225959796745,92427,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
833,hipGetLastError,3773181,3773194,883225959833279,883225959872046,38767,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
909,hipLaunchKernel,3773181,3773194,883225959908931,883225959998885,89954,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
46,hipGetLastError,3773181,3773194,883225960046275,883225960079174,32899,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
116,hipLaunchKernel,3773181,3773194,883225960116459,883225960205791,89332,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
242,hipGetLastError,3773181,3773194,883225960242446,883225960281143,38697,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
318,hipLaunchKernel,3773181,3773194,883225960318559,883225960408402,89843,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
444,hipGetLastError,3773181,3773194,883225960444746,883225960479998,35252,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
121,hipStreamSynchronize,3773181,3773193,883225959121633,883225960491535,1369902,1,stream,0x7f9b04002700,,,,,,,,,,,,,,,0x0
